text,favoriteCount
do you like harry potter? what is your and joong's Hogwarts house? #talkwith9,0
"@CHAEWONFI00 22 emma watson
23 marvel and harry potter
24 lover
29 twitter ofc

11?",0
@jk_rowling @EmmaWatson I had a dream that I was waiting for Ron and Hermione to complete their IGCSE options form! https://t.co/7kaI4Z1RbL,0
"Reading Harry Potter for th first time, and I have questions. Whats J. K. Rowling got against drill salesman? An https://t.co/emfPGhxevO",0
@jk_rowling @EmmaWatson I love you for making harry potter and being a legend ,0
whats your house in harry potter? @achidb #talkwith9,0
@_ISpain_ Rayha ahdr harry potter and the goblet of fire,0
legit just squeaked bc I'm EXCITED TO WATCH HARRY POTTER AGAIN AHH,1
i'm well aware that i keep talking about hp but sorry nOt sorry hdhshahahajk i miss my harry potter fan account :cccc,3
@shreyabasu003 are... are there two full sets of Harry Potter books on that wall?,1
Happy #MiaMonday to all of my fellow fans of my neighbor @AniMiaOfficial from me &amp; Raph the Turtle!  Hope y'all are https://t.co/SB19uBmnd3,5
We have been making our way through the Harry Potter films over the last couple of days and it's amazing just how m https://t.co/7bNR3irour,0
@Tagoli2 I wont judge you!  My sis recently deleted me from her phone because I didnt know who Edward Cullen wa https://t.co/OKbXS4v7je,1
@DrPayelMondal @DrChitrani @super378 @DrManita @Saranghae_peace @DrSwatiAIIMS @srinivasaiims @SonaliVaid https://t.co/GyUbgGt5re,3
"Leslie Phillips is 96 today!
EIGHTY year career. From being a child star for Pinewood, an audience member in The R https://t.co/JYsoBzAYzy",21
@_Drew_McCoy_ They should really stop acting like teens obsessed with Harry Potter if they want people to respect them,0
Harry Potter et Twilight https://t.co/dhbAMvnTaw,1
@DigitalMapsAW The inspiration for Harry Potter school of witchery Hogwarts!  Has to be!,0
"On page 250 of 896 of Harry Potter and the, by J.K. Rowling: Aku tak suka orang-orang y... https://t.co/P9bJvj1CUT",0
"taylor swift, dua lipa, harry potter e marvel https://t.co/AnuERfn3bh",0
@DanHarley3 @DrAdamGWBurley @janehmul @alisonkmcc @HelenCarlin9 @alisonj_WATSON @BarnardosScot @johnhardman1971 https://t.co/zLWof5TBAf,5
Driving with your windows down in Houston is like a bag of Harry Potter jelly beans for your nose,0
89. Harry Potter and the Goblet of Fire (2005) https://t.co/iPgVkQdHab,0
Harry Potter Marathon today,1
@PotterWorldUK How about: Do you I just watched a Kdrama and Harry Potter was one of the soldiers code name!!,0
Will be jumping on the Office and Harry Potter trains! Cho chooo! Or shall I say Cho Chang! https://t.co/PRj8ColuBF,1
From Harry Potter at Home to the National Shelf Service: bookish fun for the lockdown https://t.co/8CfJtnbGDl https://t.co/PGqcOd63Fu,0
"@imranciabatta harry potter, take my ... pills... he..lp... *weepeing * https://t.co/7xKIKwmn3f",0
"@EmmaWatson Please could you send a message to my daughter Imogen, its her birthday coming up &amp; with everything go https://t.co/R4W4OJIrLP",1
@mrithulaM Harry Potter also facing same problem ,0
Reminds me of Harry potter. https://t.co/uoOGzcDshR,0
"Today when I woke up I found a cow, a chipmunk, Harry potter and a pig",0
"@stegersaurus I would rather say Taiwan is like Hermione in Harry Potter.
Smart and Charming  https://t.co/izMiy1DYfn",0
@achidb harry potter or percy jackson?? #talkwith9,0
share ko lang na i love harry potter so much pero i have went on this long not knowing how to distinguish crabbe fr https://t.co/hRZ4jj97r4,4
"Dumbledore of the first 3 Harry Potter was an old,slow dude ; the perfect embodiment of Dumbledore. Then in Goblet https://t.co/4GPuqRvtna",3
@Valshen I don't think I would know Harry Potter as well as I do if Stephen Fry didn't read the audiobooks,1
@ItThuthukaM Hi Harry Potter ,0
"@JenniferWinebe1 @ginbat I second this. 
You can play 'Count the Castles', including the Harry Potter castle at Aln https://t.co/ehIghg74Wi",0
"@WOOSEOKFI96 marvel and harry potter movie!!

22?",0
begad 3omry ma hafham ezay robert pattinson ba3d tamseelo f harry potter massel dor khara f twilight???? 100-0 real quick,1
#memorabiliaitems Harry Potter - Colouring Pencil Tube https://t.co/N1s1htu6u0 https://t.co/skpeskE1Wb,0
"#. hannah montana, harry potter, barbie movies https://t.co/SyIY4q1Tgb",1
"Lady Yulia - Ulla - Linetta Schumacher - O'More 
(Travel to the Museum of Harry Potter in London) https://t.co/T3PONnPrKN via @pinterest",0
Upset Im not a bit older so I could have been In the Harry Potter films,1
@idolfess Harry Potter sama Taylor Swift dan mostly artist western deh,0
This week: LEGO Harry Potter. Toenail goes to college. Checking in on Storybook.  https://t.co/NesGz6wfNA,1
Our familys puzzle of the week is a Harry Potter themed one. Pairs great with the audiobooks. Toughest one yet. Al https://t.co/1rDkf0AelI,0
"In this week's round-up: @jk_rowling shares writing advice, #DanielRadcliffe in a @KimmySchmidt special, https://t.co/42ujCwGGgG",13
@CallMehAliyah Good luck people! And if your name is Ron extra luck bc I luv Harry Potter and Ron is the best ,0
Cass probably in Constantine verse. Sam in Percy Jackson verse? Amber and Starla probably in Once Upon A Time. Kaly https://t.co/hWLU0ynznn,0
the cast of Harry Potter is so lacking ,2
"https://t.co/NezPRMq1Ho

Another happy customer received their Harry Potter Resurrection Stone today! Keep the pict https://t.co/FOczJ1HJ22",0
just applied to binge watch Harry Potter for $1000. I do it for free lol. https://t.co/ZHpnGMj4aS,0
At work this morning my boss did a fun fact saying that the Harry Potter Books are the best selling books of all ti https://t.co/lwqc8ydJng,0
Harry Potter Goblet of Fire. https://t.co/lApX9Y45cM https://t.co/aowoTLY4hO,1
"@RiverrunStately In what way would famous English Fantasy/Sci-Fi novels, e.g. The Hobbit, Dracula, Harry Potter, or https://t.co/3PPg847TYT",0
@allchange79 Aww I am having similar issues with my furry friend  although I have managed to finish reading Harry https://t.co/7bl3rNOZRa,1
Nat drove Mark while Harry Potter ran over a cat in the background,0
@BakeyFilms Cannot wait keep up the great harry potter content @BakeyFilms,1
rewatched half-blood prince and dumbledore's death is one of the worst things that happened in the whole harry potter series,1
"@_ISpain_ This scene
I miss Harry Potter ",0
"I thought this is Harry Potters owl dead body, Hedwig at first.  https://t.co/3fiAlYRuwL",3
@achidb do you like harry potter? #talkwith9,0
"I was jealous of Harry Potter because he has the ability to talk to snakes, then I realised Ive been doing it for years .",0
"Tagged by @_AriefSubhan 

Would love to see the list from: @Kiirtaara @wanxeijas @A_Prasad7 @Hayani @vivegan193 https://t.co/eu4sQT6XTF",1
"6 Books 6 Humans (no particular order)

1) Politics Amongst Nations (HJ Morgenthau)
2) The End of American World Or https://t.co/VRolRnCkz8",1
"@hwanghyunjivn hello, hyunjin! the name is gowon, phoenix reminds me to harry potter somehow, hehehe. and, um i thi https://t.co/smRb3nQVbE",0
gonna pet my dog tonight and take a bath and watch harry potter ,0
@Lizzard3692 Yea i have a redstone app but it's like me trying to read Harry Potter in oneday,1
"Potions Class w Prof. #Snape tests #HarryPotter in the chapter we're reading today. Find out what happens,  then vi https://t.co/CYqqtQhXa0",0
"Potterhead buddies, what was you favourite character from the Harry Potter's Movies?
As for me, i fav was Professor https://t.co/qKDyZv4rfN",18
@joejonas Harry potter,0
"Harry Potter and Heidi's Years of Learning and Travel. 
J.K. Rowling &amp; Johanna Spyri",0
found a new job for this quarantine https://t.co/893NpSD9JP,1
@cd_potter What ur fav movie? I was at the harry potter museam 2 years ago in london and it was incredible  https://t.co/Mz8Ayg9CJi,1
i want harry potter and the philosopher's stone GiFTS ? https://t.co/rXh8GKkivZ,0
@Harry_Potter_TM  obliviate,0
They cant all be Harry Potter and the Chamber of Dead Parents https://t.co/w8kclqe4Oo,1
harry potter ,2
@ennhk I also like Harry Potter esp the Prisoner of Azkaban. How about you?,0
Dobby threw his arms around Harrys middle and hugged him. Harry Potter is greater by far than Dobby knew! he sob https://t.co/rSfc72FnW7,0
19 hours and 44 minutes @Flipgrid engagement! That's how long it takes to watch all eight Harry Potter movies back-to-back!,1
"@campkeesley I cannot think of anything he's been in where he wasn't one of, if not, the best parts in the movie. D https://t.co/dFUWhm3qi2",1
Best of HARRY POTTER Musical Moments - 1h30 (Soundtrack) https://t.co/J3l0vTHR7C va @YouTube,0
".@jk_rowling two of your super fans, Emily and Chloe Fields, created these Harry Potter inspired book plate prints https://t.co/uuowwg3zRr",0
"@momouguri Good evening lovely!  i miss you too, I'm sorry for barely online here. Don't you have specific Disney https://t.co/ZKIb6jYInG",0
"#8Books8Friends

1. And then the Mountains Echoed
2. The God of Small Things
3. Little Women
4. The Guernsey and Po https://t.co/Wf4XTwLCDI",1
"Most ""Harry Potter"" #Fans Can't #Pass The O.W.L. #Exams  Can You?: Hopefully you dont https://t.co/EFNEnURGie",0
Harry Potter soundtracks&gt;&gt;&gt;&gt;,1
Had a hard time mentally about three months ago and found myself in a @LEGO_Group store. Found LEGO Architecture an https://t.co/3fJJZOqhl2,0
I have officially stopped reading any news. Tired of reading about idiots who are going to cause us to have more de https://t.co/QWqGzcGuTk,3
@pitasuar2 Harry potter,0
@howlingdreams It's a quote from Harry Potter and The Chamber of Secrets bro,0
I don't understand this homework and the teacher won't explain it  fuck it i'll watch harry potter,1
"@shadyboyband Harry Potter I'm Harry Potter I'm Harry Potter, HarryHarry Potter.
Singing our song, all day long at https://t.co/ux9yhZkxq0",1
"@MarieGibson_ Animal Crossing and Harry Potter here. Past couple of days I've been feeling meh. Sorry you are too. Thanks, back atcha x",1
It's a perfect opportunity to have a Harry Potter marathon. Plus it's raining here. https://t.co/4Yim5ut3oo,5
....i suddenly wanna read a Harry potter 2kim au  https://t.co/GUlMyF2VXK,0
"@_adropofred Voldemort- I know that there are those of you who think that to fight is wise, but this folly. Give me https://t.co/DnX0y1P8Xf",0
"The toxic masculinity in Harry Potter is rampant like Ron and Harry NEVER hug each other, not even in the final mov https://t.co/oGKJTwdw2p",15
"Can I get a cute little Harry Potter storyline where Person A really likes Person B, but they don't know if they fe https://t.co/g8gdADNENO",0
"Je veux des infos sur la Next Gen, PS5, Xbox, sur les jeux video Metroid, God of War, Resident evil 8, Zelda Breath https://t.co/idS0KJyuGG",0
I think my anxiety started when I saw Harry Potter and the Chamber of Secrets for the first time at age 8. That sce https://t.co/DzEkKPcyuI,6
Alan Barroso es harry potter,0
HARRY POTTER OR ECONOMICS OR ACCOUNTING,0
"Also, we're in the middle of a pandemic. If someone gets comfort from rereading Harry Potter, don't harass them about it.",0
Two whole sets of harry potter,0
"Check out the #HarryPotterAtHome hub, where weve got more than a bit of light reading to keep you going. https://t.co/mUgAsV5G7d",205
Where the fuck has Sky Harry Potter gone WTF am I meant to do now ffs,1
"@MideCrown01 @teenagerstutor @NnekwuAdaUdokwu @Djaymania @UthmanAdejumo1 @Mhisskezzy #6 movies, 6 people
The Bookth https://t.co/BmUcco0pGP",1
5 of 5 stars to Harry Potter and the Sorcerer's Stone by J.K. Rowling https://t.co/p3AI53MphP,0
All set up for reading in the garden....but someone keeps gatecrashing looking for attention  @MissScottP5B no https://t.co/MvAH14i49x,2
"i am jealous of harry potter, but will never admit it.",0
"@schaturvedi Awesome! Like getting a real wand at that Harry Potter wand shop, or something",0
"4. I don't know honestly, I could tell if it was celebrity crush but I never really had a fictional one, maybe Drac https://t.co/X2j1AmxGl0",0
As a harry potter and kpop fan.. i'm excited! https://t.co/w5KPNHBun0,1
@sarahlupescu Dark Matter and Harry Potter! ,0
"Master of the Game
Where Rainbows End
Harry potter series
Gone Girl
Pretty Little Liars 
Fantastic Beasts

Aaaa i d https://t.co/NPJsack0OC",0
I got Hermione-Elsa! https://t.co/zEmbef7FAb,4
"A WIZARDING WORKSHOP (say that 10 times quickly!) tomorrow. Learn loads of character, action, and intent techniques https://t.co/nZH0IQF4xD",1
"Today when I woke up I found a pig, a skunk , Harry potter and milly",0
Adidas shouldve sponsored the athletes on Harry Potter and The Goblet of Fire,0
@ItThuthukaM Harry Potter madoda ,0
"EVERYONE should watch my great FRIEND and adviser Loo Dobby @LouDobbs in the Harry Potter! Great film, truly the be https://t.co/FnMxjBneml",0
Harry Potter https://t.co/Rdf5l9AZEj,0
Hahahahaha anw its backed against a wall. Backed into a wall dah mcm Harry Potter hahahahah,1
Just seen this for sale on Facebook... Harry Potter invisible cloak  https://t.co/7DNGTfaId1,0
@dracuties Harry Potter,0
"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord https://t.co/7sz3fA12Yb",0
"Not tuba calling Harry styles, Harry Potter",1
"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord https://t.co/alTIwjAZtT",6
@donotatmeok @ComeToBrazilXd Oh my god the MUM. Mine was a Harry Potter theme Im- https://t.co/QUFftTlOTJ,0
"Surviving lock down with wrecked knee Harry Potter , knitting and The Durrells and my fantastic garden and fantasti https://t.co/fgDP4rIaDu",0
"Lets match the powers of Lord Voldemort, Heir of Salazar Slytherin, against famous Harry Potter, and the best wea https://t.co/LPujdHMA8w",0
@shehnaazshineFC Harry Potter nd the deathly hallows #NaazOnShehnaaz,0
Check out what I just added to my closet on Poshmark: Gryffindor Wristlet Harry Potter Universal Studios. https://t.co/e6zkft7VQL,0
"I can see now . . . there is nothing special about you, after all. I wondered, you see. Because there are strange https://t.co/fGUUcgtm5D",0
"The 7th book of Harry Potter hurts me in a personal level, I understand now why it's always been the only one that' https://t.co/2rhUwakzfj",4
i dont remember laughing this much watching harry potter 10/10 comedy,1
@komhoutsoId Harry Potter,0
it's that time of year guys. The time I reread The Foxhole Court series by @norasakavic again for the upteenth time https://t.co/6eWsVularr,1
@RachelKiki_ omg a harry potter stan what house u in,0
"@coreymunson Voldemort: Harry Potter, the boy who lived, has come to die.

Harry: Would that it were so simple.",1
Daily reminder that Snape is the best Harry Potter character. https://t.co/NBp66TPdFL,6
Hogwarts Express [ASMR] Harry Potter Ambience Train ride + Wizard candy: https://t.co/O1OU2QeeUv,0
Harry Potter Inspired ASMR - Prefects' Bathroom Ambience: https://t.co/6F9snCYBMp,0
"My irl bff stalks this stan acc lmao. I'm really going to bed now, I'mma read Harry Potter.",2
Snape's potions Classroom  [ASMR] Harry Potter Ambience: https://t.co/EqhbkzRKxc,0
Leaky Cauldron [ASMR] + Inn Room  Harry Potter Ambience: https://t.co/oTMbPRttLN,0
Waking up in Shell Cottage - Harry Potter Inspired Ambience - Bill &amp; Fleur's seaside home: https://t.co/vDRyi2kDnp,0
Harry Potter inspired ASMR - Hogwarts Library: https://t.co/GVV48p20Vf,0
"@Louis_zaynn harry styles is in love with harry potter 
OK",0
"This is what Dumbledore sends his defender! A songbird and an old hat! Do you feel brave, Harry Potter? Do you feel safe now?

P. 246",0
"I hate some of yall tho fr. Adults can read whatever tf they want. Whether its Harry Potter, twilight, or The Hun https://t.co/Tv5wgjZGWj",1
La saga Harry Potter https://t.co/C1tLrU7EzO,0
"Sure, call Harry Potter fans out for using it as some kind of valid allegory for real world politics, or the story https://t.co/Em4kyXxYBW",1
it has taken me going on four years now to read For Whom The Bell Tolls but ask me to reread the whole Harry Potter https://t.co/5S8WGYjwYi,1
@kirstofcomms The first of September was a Sunday for 7 straight years in Harry Potter and Rowling still made bank.,1
"i will not stop my harry potter marathon to watch breakfast at tiffany's because niall tweeted about it
i will not https://t.co/GUOxiCI7yK",22
"Most ""Harry Potter"" #Fans Can't #Pass The O.W.L. #Exams  Can You?: Hopefully you dont https://t.co/gvBfhlIZN7",0
Apparently Im boring cus Ive never watched Harry Potter erm ok,4
To be fair 'Harry Potter and the Hammer-Wielding Serial Killer' sounds much better than the original titles https://t.co/pUFu6TXuse,0
"Try my life! People look at you because your dad's the famous Harry Potter! People look at me, because they think m https://t.co/wMXpy1Vk8H",2
"The match of two grade wizards: Dumbledore vs. Voldemort

This is truly one of the best scenes of Harry Potter seri https://t.co/LTlWEskHnx",5
"I remember this girl tried to make fun of me cause she saw a Harry Potter book in my purse you 23, why you reading https://t.co/xVfSJ70yGA",1
"6 books,6 people

From the corner of his eye
The pillars of the earth
 Purple Hibiscus
 The passport of Mallam https://t.co/rQeEiXA16H",0
"@meander061 @Lionman771 Neato!
That show was big fun, like purple gloves.
I believe much of the best, most enduring https://t.co/Q44TUzOy50",2
"Why do you care how I escaped? said Harry slowly. Voldemort was after your time. . . .

Voldemort, said Riddl https://t.co/3WlVfVf1p1",0
"New week, new goals (maybe)  I'm starting this week with the determination to complete my dissertation draft to th https://t.co/s9DhpABT7v",0
"We are onto book 2 of Harry Potter with the kids, and Im sorry to make you feel old but the first book came out in https://t.co/M9MOm8fHvm",1
"@scarlettwillow8 Wheels of Aurelia on Epic was interesting, and Camp Sunshine on indiegala looks good. I saw someon https://t.co/BVwUZ4eIQE",0
@CrabDungeness @lotusflowerom Sounds like a Harry Potter character.,0
@WJConnolly I love her! Was watching Harry Potter last night and forgot how funny she is!! Although I believe shes Irish,0
"Havent you guessed yet, Harry Potter? said Riddle softly. Ginny Weasley opened the Chamber of Secrets.

P. 242",0
BRAKING FOR WHALES  Trailer: Here is the trailer from the upcoming film BRAKING FOR WHALES The film is directed https://t.co/5HehGh8IdB,0
@Belleruth14 Me with the first Harry Potter movie ,0
im gonna study and then reward myself by reading harry potter and watching killing eve,1
Harry potter https://t.co/EMxn7dgJAG,1
Unconsciously have a Harry Potter theme going this morning. https://t.co/uo4l3V5lkR,0
"Just finished reading ""Harry Potter &amp; the Sorcerer's Stone"". Started Sunday nite around 11pm and finished up at 8am. Book 2 starts now!",1
"@Memeulous new harry potter mlg video please, george",0
"@MrThomasJerome I feel sincerely sorry for that cleaner because you know that this woman, the difinitve useless cla https://t.co/KPxEBOBpoG",2
@jk_rowling @EmmaWatson Sounds as epic as Harry Potter. Have you read them?,0
"1. The holy bible
2. The secret
3. Unspoken feelings of a gentleman
4. To all the women I ever lover (I &amp; II)
5. He https://t.co/7DN6jrQ3DX",8
yes she made me pause my harry potter to read this https://t.co/q0B9zATFL6,1
@Ready4YourDoom Harry Potter #NaazOnShehnaaz,1
"THIS IS SO BEAUTIFUL

Harry Potter Credits Endgame Style - MLBuzz https://t.co/cXPRZI0FA5 via @YouTube",0
@ItThuthukaM My beautiful harry potter can u fb @maloka_omphile,0
Tell me why my dumbass forgot that the last two movies of Harry Potter are split into 2 so theres 8 movies in totally ,1
@Disagreeable_I @fustbariclation @chrisfcarroll But surely any combination of matter is coherent.  Isn't there some https://t.co/6s51HYGKaU,0
@CurdworthSchool  Over the Easter holidays Sophie started reading Harry Potter and the Philosopher's Stone. She has https://t.co/m5aMmkgx2T,4
Started from Harry Potter now were here https://t.co/jQUrwGJmrr,1396
Can uni spontaneously decide that exams are cancelled like on Harry Potter please,1
The votes are in. The most popular book you wanted reading was Harry Potter. Here is the link to watching it being https://t.co/6ZVc4B3lYr,1
" Before the idea for Harry Potter famously came to J.K. Rowling in a dream, the writer was a single mother strug https://t.co/RyKHbyZcUQ",0
"@skoolofkpop Banjang, do you remember themed roll call? Which one was your favourite? We always tried to tease you https://t.co/cip3ll9Fmm",0
@Spazkidin3d Ps2 harry potter,0
"handmade coffee mugs

 Shipping worldwide
___
 https://t.co/jJelrdrbJb (link in bio)
___
#cosplay#figure#Marvel#c https://t.co/fO6Q34hGJ1",0
what series of movies should I watch next after harry potter? ,1
"now this is perfect
i can finally fit my albums and harry potter books on my desk https://t.co/F79DDJZ198",4
"@Yerminiscent Actually i don't like reading haha but I ever read Harry Potter series haha. How are you today, yerimie?",0
completely forgot this man was also in harry potter wow,0
I just had a Harry Potter plot twist in my dream that I dont know the ending to and its killing me because Ill NEVER KNOW ,2
Minecraft Hogwarts: how to play this cool Minecraft Harry Potter RPG map https://t.co/KbqG2VThRA,0
"@SavvyLuke Went for a 2.75 mile walk while listening to the Competing Against Luck audiobook. 

Started shopping fo https://t.co/k1XyF0tpfu",0
"@PinguikaP @isantillan17 Harry Potter 
Frankenstein
Little women
Mal de amores
And then there were no one
Wutheri https://t.co/VCuUPXGUIw",1
"@PacificPina bruh that's how Hulu has it, they ONLY have Harry Potter 3, 5, and 6  AND it requires an additiona https://t.co/AQ1rIcfjTE",0
"Round anymore. 

And I know, I know you've been trying, trying to make this happen.

I beg of you, I plead for you, https://t.co/4cbGp3OOxT",0
Is a Harry Potter marathon the move? ,24
"@SorcererJulie I know, its the same in the Harry Potter community, Ive been a Harry Potter fan since I was a baby https://t.co/gzQwvni25F",1
"At least it's not Harry Potter. We DID say read another book.
Future initiatives can be more specific https://t.co/Uck5btEuPB",2
"Me: *downloads new podcasts, makes it a goal to learn more while stuck at home*

Also me: *decides to re-listen to https://t.co/fOh759kGEP",8
"@Jnamavar Get the dark mark tattoo  you like draco, harry potter, and snake tattoos. its a combination of all 3 ",1
"Harry Potter and the Order of the Phoenix (David Yates, 2007). https://t.co/F4deD8bmLm",1
Harry Potter Inspired - Hogwarts Courtyard Ambience - Sunny Springtime O... https://t.co/bz7QAZA0Jb via @YouTube,0
i want literally every harry potter version because theyre so cute but i dont even have money to buy them but i w https://t.co/cEsF0Z8VkG,6
"@malfovys Ah, yes. . . . Harry Potter. Our new  celebrity.",0
Sounding like a Harry Potter Movie https://t.co/mdYXBS1N2h,1
harry Potter https://t.co/kOIcTj8Er4,0
"I drew Harry potter lol
and thats my signature on the side btw xD https://t.co/WSe56lr65j",0
harry potter and the prisoner of azkaban (2004) https://t.co/9n9t6icRPJ,4
"Baru namatin semua serinya harry potter and seems like i lose something:""( https://t.co/CllxqSI9dj",0
5 of 5 stars to Harry Potter and the Prisoner of Azkaban by J.K. Rowling https://t.co/X4di4M4aSj,0
"tips para wag mabore:

 Watch Harry Potter Series for a day
 Magpa- bangs ",0
hermione (after watching harry potter) https://t.co/TfpAmfFL7o,2
@DelhiPigeons There were 8 parts in Harry Potter.,1
Does anyone feel like theyve got to know their siblings all over again during lockdown???? Im loving watching Har https://t.co/KVmWQdteir,0
harry potter + #GuessingWithSeino https://t.co/pyo3YysRe3,0
"""Harry Potter and the Deathly Hallows - Part 2"":  It All Ends https://t.co/BKabA8E1BG via @YouTube",0
"Video call background personalities:

I am very smart!
- Lots of unread books 

Stay out of my private life
- https://t.co/VX33ABoYhh",0
harry potter. #guessingwithsenio https://t.co/OVyO08uljS,0
"You are a self-disciplined, enthusiastic Pinsir, and you are Harry Freaking Potter.",0
Harry Potter + #GuessingWithSeino https://t.co/6hQ84JEVb9,0
"Harry potter

#GuessingWithSeino https://t.co/Rg4sXxRveM",0
"@drjanaway More like a Dennis Pennis, (Paul Kaye character) than Harry Potter! https://t.co/U4eaqpiHoP",0
Minecraft Hogwarts: how to play this cool Minecraft Harry Potter RPG map https://t.co/08J4qHhG8J,0
@CloneNic The Chronicles of Narnia. I know they did 3 movies but they need to do all 7 like they did Harry Potter. https://t.co/Fry9l1Ax5y,0
harry potter #guessingwithseino https://t.co/dd1r0D95zM,0
The 10 Best Harry Potter Zoom Backgrounds To Add Some Magic To Your Hangouts https://t.co/wBRWtJulYx,0
Harry potter #guessingwithseino https://t.co/6lGNuFtwI4,0
Harry Potter #GuessingWithSeino https://t.co/vhpaVUl8bj,0
harry potter https://t.co/DKSrDXk6ov,0
@signor_bobby Harry Potter,0
@LowLa_NewYork Fuck Harry Potter,0
Im now on Harry Potter and the goblet of fire,0
Fun trivia fact: literally every actor ever from the UK has been in either Harry Potter or Doctor Who:,1
"Up to 65% Off Kids Apparel on https://t.co/AZfPfA8dbG | Paw Patrol, Harry Potter &amp; More https://t.co/mznk7t0kjp https://t.co/wUJ7YzqbuE",0
@yanis_Oz2104 On dirait pas Voldemort tah harry potter ? https://t.co/UTKQeXqVLT,1
J.K. Rowling Secretly Bought Back Her Childhood Home That Inspired Harry Potter https://t.co/7BsO3Ev21Y,0
Fantastic Beasts and Where to Find Them Suitcase PU Luggage Tag Harry Potter https://t.co/RFtWnePW1P via @amazon,0
I just got result 'blaise zabini' on quiz 'which gay-coded (but not canonically gay) harry potter character are you https://t.co/ghr5Z9rBw8,1
Dad-to-be Rupert Grint surprised a midwife via video chat and thanked her for her 'Gryffindor behavior' https://t.co/vPEio7Ho8X,18
"6 books and 6 peeps folks

The Things They Carried
Harry Potter and the Goblet of Fire
Amazing Adventures of Kavali https://t.co/03rN4kxAqJ",6
@jk_rowling @EmmaWatson Last night I dreamt that I was helping produce a Harry Potter prequel based on Harrys pare https://t.co/NN7AfL5X0P,0
"Percy Jackson &lt;&lt;&lt;&lt; Harry Potter

sorry not sorry",0
5 of 5 stars to Harry Potter and the Half-Blood Prince by J.K. Rowling https://t.co/4Z51xOILkX,0
@satankitties oh shit bro its harry potter Potter a big fan!,0
Harry Potter https://t.co/8mXU2eqzOa,0
@CorujaDoHP Harry Potter,1
.@SkyUK bring the harry potter channel back,0
@jk_rowling @EmmaWatson Harry Potter and Voldemort virus ,0
now why did i just see a tweet saying that harry potter shows no trauma from being abused his whole life when he sh https://t.co/FcB4w9pbJO,1
Parker hooked up with Riss while Harry Potter slept in the background,0
"@timotheemariano @annesgilb harry potter, st and little womennn",0
@sPAULArium you can follow Harry Potter as a Topic on a Twitter! It cleanses the soul honestly!,1
Harry potter https://t.co/XJQjNPL9Gw,0
"harry being a pure little boi while everyone else tries to be badass.

(also, im surprised and happy with the resur https://t.co/h02JBZEvrS",4
@ghiblifem If they mean childrens books like Harry Potter fair enough theyre thick but childrens picture books?? Nah same,1
"Dobby has come to save Harry Potter, of course. Dobby will always be there for Harry Potter.",0
Harry Potter https://t.co/i1kIsGGZzO https://t.co/HtQRpGut8q,0
"childhood fave: harry potter, enid blyton books, babysitters club, wimpy kid",0
"A trademark Harry Potter design. Enjoy the Lightning Bolt and Glasses in a number of variations

#thecaratshop https://t.co/qDqkO0SLVp",0
@MrMyersEnglish @GCHSPirates Love the names @MrMyersEnglish! Although I didn't think the movies were as good as the https://t.co/Ienx9ewE67,1
"Dine at Hogwarts with those Cornish pasties: https://t.co/6qK6arnDW0

#thegirlgang #lbloggers #fbloggers #bbloggers https://t.co/FWOWktKFbP",2
Calling all Harry Potter fans! Check out this great pooch that works off spells only...wish your dog could do that? https://t.co/KGZZtxNS52,0
"It does not do to dwell on dreams and forget to live.
J.K. Rowling, Harry Potter and the Sorcerers Stone
#bookquote",4
"You know the drill -- Monday means a new episode of Podtrificus Totalus, a Harry Potter podcast done chapter by cha https://t.co/aBrTHMuF82",0
"CALLING ALL WIZARDS (and muggles!) 
Tomorrow, a LIVE Harry Potter Science Show with Anyone 4 Science. The link will https://t.co/lbYIoiyMdF",1
"6 Humans, 6 books  

The Kite Runner
Three Daughters of Eve
Harry Potter 
1511H Kombat
The Silent Patient
The Pala https://t.co/S5ICC2s6ja",1
Harry Potter and the missed dose of omeprazole,15
"@domjoly That's a Whomping Willow. I first read about them in the novel, 'Harry Potter and the Philosopher's Stone' https://t.co/EoM7be9Won",0
"Today when I woke up I found a pig, isla, Harry potter and a pig",0
@stupidholland I am obsessed with Harry Potter toovi dod this quiz I was so stressed doing this like him and I will be 20 in a month lol ,1
@ItThuthukaM Harry Potter ,0
"@fkzzmaria @losephus15 @NetflixPT A amazon prime videos tem harry potter, house e anatomia de grey ",0
@wordsbydan I was about to send a friend your infamous Harry Potter for the first time Buzzfeed experiences but the https://t.co/OixvB3FRl7,0
@bramsayauthor @Rachel_Hailey I'd rather be compared to Twilight than Harry Potter.,0
"Mr W is very close to finishing Harry Potter and the Philosopher's Stone.

Does anyone have any requests for the next book?

",1
"@lee__hodgson We're calling him Stephen Oscar. Stephen for Stephen Fry, who's my hero Harry Potter narator, and Osc https://t.co/Jftr2e5PTb",0
@fflyynga te gusta harry potter...,0
A new episode of Witchcraft and Wizardry (Harry Potter RPG) releases today! Join the premier showing at 2PM BST. https://t.co/IvpoXCr9vN,0
"Mount &amp; Blade 2: Bannerlord players have made Harry Potter, Gandalf and lots of glitchy gifs https://t.co/V3FKiLAVJe #gaming #feedly",0
Wands up!  https://t.co/6ueLIr48qJ,2
should i buy the harry potter lego set?,0
Dwayne Johnson as Harry Potter starring in Star Wars,0
